trip_id,date,day_of_week,is_weekend,route_id,bus_id,stop_id,stop_sequence,scheduled_hour,scheduled_minute,is_peak_hour,weather,temperature_c,nearby_event,distance_from_prev_stop_km,traffic_level,delay_minutes,passengers_boarding,passengers_alighting,onboard_after_stop,bus_capacity,occupancy_pct,ramp_status,wheelchair_requests,recommended_action
trip-000005,2026-06-08,0,False,C1,BUS-102,shaftsbury,4,7,24,True,rain,24.4,False,2.512,high,27.3,13,16,44,40,1.1,deployed,1,add_bus
trip-000006,2026-06-08,0,False,C1,BUS-103,terminal,0,7,15,True,rain,24.4,False,0.0,high,5.2,9,0,9,40,0.225,deployed,0,on_schedule
trip-000006,2026-06-08,0,False,C1,BUS-103,dpulze,1,7,21,True,rain,24.4,False,0.603,high,11.8,13,1,21,40,0.525,deployed,1,reroute_check
trip-000006,2026-06-08,0,False,C1,BUS-103,mmu,2,7,27,True,rain,24.4,False,1.149,high,16.6,14,7,28,40,0.7,deployed,0,reroute_check
trip-000006,2026-06-08,0,False,C1,BUS-103,cyberia,3,7,33,True,rain,24.4,False,0.522,high,23.9,21,5,44,40,1.1,deployed,0,add_bus
trip-000006,2026-06-08,0,False,C1,BUS-103,shaftsbury,4,7,39,True,rain,24.4,False,2.512,high,28.5,14,10,48,40,1.2,deployed,0,add_bus
trip-000007,2026-06-08,0,False,C1,BUS-101,terminal,0,7,30,True,rain,24.4,False,0.0,high,7.0,12,0,12,40,0.3,deployed,0,on_schedule
trip-000007,2026-06-08,0,False,C1,BUS-101,dpulze,1,7,36,True,rain,24.4,False,0.603,high,13.4,17,4,25,40,0.625,deployed,0,reroute_check
trip-000007,2026-06-08,0,False,C1,BUS-101,mmu,2,7,42,True,rain,24.4,False,1.149,high,18.5,8,16,17,40,0.425,deployed,1,reroute_check
trip-000007,2026-06-08,0,False,C1,BUS-101,cyberia,3,7,48,True,rain,24.4,False,0.522,high,21.5,14,7,24,40,0.6,deployed,0,reroute_check
trip-000007,2026-06-08,0,False,C1,BUS-101,shaftsbury,4,7,54,True,rain,24.4,False,2.512,high,26.0,9,6,27,40,0.675,deployed,0,reroute_check
trip-000008,2026-06-08,0,False,C1,BUS-102,terminal,0,7,45,True,rain,24.4,False,0.0,high,7.5,12,0,12,40,0.3,deployed,0,on_schedule
trip-000008,2026-06-08,0,False,C1,BUS-102,dpulze,1,7,51,True,rain,24.4,False,0.603,high,14.0,17,10,19,40,0.475,deployed,0,reroute_check
trip-000008,2026-06-08,0,False,C1,BUS-102,mmu,2,7,57,True,rain,24.4,False,1.149,high,18.4,8,3,24,40,0.6,deployed,0,reroute_check
trip-000008,2026-06-08,0,False,C1,BUS-102,cyberia,3,8,3,True,rain,24.4,False,0.522,high,22.2,6,8,22,40,0.55,deployed,0,reroute_check
trip-000008,2026-06-08,0,False,C1,BUS-102,shaftsbury,4,8,9,True,rain,24.4,False,2.512,high,29.0,8,2,28,40,0.7,deployed,0,reroute_check
trip-000009,2026-06-08,0,False,C1,BUS-103,terminal,0,8,0,True,rain,24.4,False,0.0,high,3.8,15,0,15,40,0.375,deployed,0,on_schedule
trip-000009,2026-06-08,0,False,C1,BUS-103,dpulze,1,8,6,True,rain,24.4,False,0.603,high,9.6,10,4,21,40,0.525,deployed,0,reroute_check
trip-000009,2026-06-08,0,False,C1,BUS-103,mmu,2,8,12,True,rain,24.4,False,1.149,high,15.7,12,11,22,40,0.55,deployed,0,reroute_check
trip-000009,2026-06-08,0,False,C1,BUS-103,cyberia,3,8,18,True,rain,24.4,False,0.522,high,21.0,16,8,30,40,0.75,deployed,0,reroute_check
trip-000009,2026-06-08,0,False,C1,BUS-103,shaftsbury,4,8,24,True,rain,24.4,False,2.512,high,28.3,14,9,35,40,0.875,deployed,0,monitor
trip-000010,2026-06-08,0,False,C1,BUS-101,terminal,0,8,15,True,rain,24.4,False,0.0,high,5.3,16,0,16,40,0.4,deployed,0,on_schedule
trip-000010,2026-06-08,0,False,C1,BUS-101,dpulze,1,8,21,True,rain,24.4,False,0.603,high,9.9,15,7,24,40,0.6,deployed,0,reroute_check
trip-000010,2026-06-08,0,False,C1,BUS-101,mmu,2,8,27,True,rain,24.4,False,1.149,high,13.9,15,7,32,40,0.8,deployed,1,monitor
trip-000010,2026-06-08,0,False,C1,BUS-101,cyberia,3,8,33,True,rain,24.4,False,0.522,medium,15.8,12,7,37,40,0.925,deployed,1,monitor
trip-000010,2026-06-08,0,False,C1,BUS-101,shaftsbury,4,8,39,True,rain,24.4,False,2.512,high,22.1,23,13,47,40,1.175,deployed,0,add_bus
trip-000011,2026-06-08,0,False,C1,BUS-102,terminal,0,8,30,True,rain,24.4,False,0.0,high,5.4,11,0,11,40,0.275,deployed,0,on_schedule
trip-000011,2026-06-08,0,False,C1,BUS-102,dpulze,1,8,36,True,rain,24.4,False,0.603,high,10.9,22,8,25,40,0.625,deployed,0,reroute_check
trip-000011,2026-06-08,0,False,C1,BUS-102,mmu,2,8,42,True,rain,24.4,False,1.149,high,16.0,14,6,33,40,0.825,deployed,0,monitor
trip-000011,2026-06-08,0,False,C1,BUS-102,cyberia,3,8,48,True,rain,24.4,False,0.522,high,21.1,17,14,36,40,0.9,deployed,0,monitor
trip-000011,2026-06-08,0,False,C1,BUS-102,shaftsbury,4,8,54,True,rain,24.4,False,2.512,high,26.6,6,11,31,40,0.775,deployed,0,monitor
trip-000012,2026-06-08,0,False,C1,BUS-103,terminal,0,8,45,True,rain,24.4,False,0.0,high,5.1,10,0,10,40,0.25,deployed,1,on_schedule
trip-000012,2026-06-08,0,False,C1,BUS-103,dpulze,1,8,51,True,rain,24.4,False,0.603,high,10.9,13,3,20,40,0.5,deployed,0,reroute_check
trip-000012,2026-06-08,0,False,C1,BUS-103,mmu,2,8,57,True,rain,24.4,False,1.149,high,15.0,7,7,20,40,0.5,deployed,0,reroute_check
trip-000012,2026-06-08,0,False,C1,BUS-103,cyberia,3,9,3,False,rain,24.4,False,0.522,medium,15.5,4,4,20,40,0.5,deployed,0,reroute_check
trip-000012,2026-06-08,0,False,C1,BUS-103,shaftsbury,4,9,9,False,rain,24.4,False,2.512,high,18.9,5,6,19,40,0.475,deployed,1,reroute_check
trip-000013,2026-06-08,0,False,C1,BUS-101,terminal,0,9,0,False,rain,24.4,False,0.0,medium,1.3,9,0,9,40,0.225,deployed,0,on_schedule
trip-000013,2026-06-08,0,False,C1,BUS-101,dpulze,1,9,6,False,rain,24.4,False,0.603,medium,5.2,9,4,14,40,0.35,deployed,0,on_schedule
trip-000013,2026-06-08,0,False,C1,BUS-101,mmu,2,9,12,False,rain,24.4,False,1.149,medium,7.2,4,7,11,40,0.275,deployed,1,on_schedule
trip-000013,2026-06-08,0,False,C1,BUS-101,cyberia,3,9,18,False,rain,24.4,False,0.522,medium,8.5,1,2,10,40,0.25,deployed,0,reroute_check
trip-000013,2026-06-08,0,False,C1,BUS-101,shaftsbury,4,9,24,False,rain,24.4,False,2.512,low,8.5,2,4,8,40,0.2,deployed,0,reroute_check
trip-000014,2026-06-08,0,False,C1,BUS-102,terminal,0,9,15,False,rain,24.4,False,0.0,low,2.3,8,0,8,40,0.2,deployed,1,on_schedule
trip-000014,2026-06-08,0,False,C1,BUS-102,dpulze,1,9,21,False,rain,24.4,False,0.603,medium,2.3,7,3,12,40,0.3,deployed,0,on_schedule
trip-000014,2026-06-08,0,False,C1,BUS-102,mmu,2,9,27,False,rain,24.4,False,1.149,medium,2.4,3,1,14,40,0.35,deployed,0,on_schedule
trip-000014,2026-06-08,0,False,C1,BUS-102,cyberia,3,9,33,False,rain,24.4,False,0.522,low,5.5,8,4,18,40,0.45,deployed,0,on_schedule
trip-000014,2026-06-08,0,False,C1,BUS-102,shaftsbury,4,9,39,False,rain,24.4,False,2.512,medium,7.4,4,7,15,40,0.375,deployed,1,on_schedule
trip-000015,2026-06-08,0,False,C1,BUS-103,terminal,0,9,30,False,rain,24.4,False,0.0,medium,0.6,9,0,9,40,0.225,deployed,0,on_schedule
trip-000015,2026-06-08,0,False,C1,BUS-103,dpulze,1,9,36,False,rain,24.4,False,0.603,medium,2.4,3,4,8,40,0.2,deployed,0,on_schedule
trip-000015,2026-06-08,0,False,C1,BUS-103,mmu,2,9,42,False,rain,24.4,False,1.149,low,6.6,5,1,12,40,0.3,deployed,0,on_schedule
trip-000015,2026-06-08,0,False,C1,BUS-103,cyberia,3,9,48,False,rain,24.4,False,0.522,medium,8.9,8,4,16,40,0.4,deployed,0,reroute_check
trip-000015,2026-06-08,0,False,C1,BUS-103,shaftsbury,4,9,54,False,rain,24.4,False,2.512,medium,12.6,7,4,19,40,0.475,deployed,1,reroute_check
trip-000016,2026-06-08,0,False,C1,BUS-101,terminal,0,9,45,False,rain,24.4,False,0.0,medium,2.4,5,0,5,40,0.125,deployed,0,on_schedule
trip-000016,2026-06-08,0,False,C1,BUS-101,dpulze,1,9,51,False,rain,24.4,False,0.603,medium,3.9,11,2,14,40,0.35,deployed,0,on_schedule
trip-000016,2026-06-08,0,False,C1,BUS-101,mmu,2,9,57,False,rain,24.4,False,1.149,medium,7.3,6,5,15,40,0.375,deployed,0,on_schedule
trip-000016,2026-06-08,0,False,C1,BUS-101,cyberia,3,10,3,False,rain,24.4,False,0.522,medium,7.7,3,4,14,40,0.35,deployed,0,on_schedule
trip-000016,2026-06-08,0,False,C1,BUS-101,shaftsbury,4,10,9,False,rain,24.4,False,2.512,medium,8.3,5,4,15,40,0.375,deployed,0,reroute_check
trip-000017,2026-06-08,0,False,C1,BUS-102,terminal,0,10,0,False,rain,24.4,False,0.0,low,0.0,12,0,12,40,0.3,deployed,0,on_schedule
trip-000017,2026-06-08,0,False,C1,BUS-102,dpulze,1,10,6,False,rain,24.4,False,0.603,medium,3.2,9,5,16,40,0.4,deployed,0,on_schedule
trip-000017,2026-06-08,0,False,C1,BUS-102,mmu,2,10,12,False,rain,24.4,False,1.149,low,4.3,7,5,18,40,0.45,deployed,1,on_schedule
trip-000017,2026-06-08,0,False,C1,BUS-102,cyberia,3,10,18,False,rain,24.4,False,0.522,medium,4.4,6,4,20,40,0.5,deployed,0,on_schedule
trip-000017,2026-06-08,0,False,C1,BUS-102,shaftsbury,4,10,24,False,rain,24.4,False,2.512,medium,6.3,5,10,15,40,0.375,deployed,0,on_schedule
trip-000018,2026-06-08,0,False,C1,BUS-103,terminal,0,10,15,False,rain,24.4,False,0.0,medium,3.6,7,0,7,40,0.175,deployed,0,on_schedule
trip-000018,2026-06-08,0,False,C1,BUS-103,dpulze,1,10,21,False,rain,24.4,False,0.603,medium,4.7,8,4,11,40,0.275,deployed,0,on_schedule
trip-000018,2026-06-08,0,False,C1,BUS-103,mmu,2,10,27,False,rain,24.4,False,1.149,medium,4.7,8,6,13,40,0.325,deployed,0,on_schedule
trip-000018,2026-06-08,0,False,C1,BUS-103,cyberia,3,10,33,False,rain,24.4,False,0.522,medium,6.4,10,7,16,40,0.4,deployed,0,on_schedule
trip-000018,2026-06-08,0,False,C1,BUS-103,shaftsbury,4,10,39,False,rain,24.4,False,2.512,low,9.6,4,3,17,40,0.425,deployed,1,reroute_check
trip-000019,2026-06-08,0,False,C1,BUS-101,terminal,0,10,30,False,rain,24.4,False,0.0,medium,1.4,8,0,8,40,0.2,deployed,0,on_schedule
trip-000019,2026-06-08,0,False,C1,BUS-101,dpulze,1,10,36,False,rain,24.4,False,0.603,low,2.8,9,1,16,40,0.4,deployed,2,on_schedule
trip-000019,2026-06-08,0,False,C1,BUS-101,mmu,2,10,42,False,rain,24.4,False,1.149,medium,5.5,2,2,16,40,0.4,deployed,0,on_schedule
trip-000019,2026-06-08,0,False,C1,BUS-101,cyberia,3,10,48,False,rain,24.4,False,0.522,medium,6.9,9,3,22,40,0.55,deployed,0,on_schedule
trip-000019,2026-06-08,0,False,C1,BUS-101,shaftsbury,4,10,54,False,rain,24.4,False,2.512,low,9.7,5,8,19,40,0.475,deployed,0,reroute_check
trip-000020,2026-06-08,0,False,C1,BUS-102,terminal,0,10,45,False,rain,24.4,False,0.0,medium,0.7,4,0,4,40,0.1,deployed,0,on_schedule
trip-000020,2026-06-08,0,False,C1,BUS-102,dpulze,1,10,51,False,rain,24.4,False,0.603,medium,2.8,8,1,11,40,0.275,deployed,1,on_schedule
trip-000020,2026-06-08,0,False,C1,BUS-102,mmu,2,10,57,False,rain,24.4,False,1.149,medium,6.1,3,0,14,40,0.35,deployed,0,on_schedule
trip-000020,2026-06-08,0,False,C1,BUS-102,cyberia,3,11,3,False,rain,24.4,False,0.522,medium,6.1,4,5,13,40,0.325,deployed,1,on_schedule
trip-000020,2026-06-08,0,False,C1,BUS-102,shaftsbury,4,11,9,False,rain,24.4,False,2.512,medium,9.3,5,9,9,40,0.225,deployed,0,reroute_check
trip-000021,2026-06-08,0,False,C1,BUS-103,terminal,0,11,0,False,rain,24.4,False,0.0,medium,1.7,8,0,8,40,0.2,deployed,0,on_schedule
trip-000021,2026-06-08,0,False,C1,BUS-103,dpulze,1,11,6,False,rain,24.4,False,0.603,medium,4.8,5,1,12,40,0.3,deployed,0,on_schedule
trip-000021,2026-06-08,0,False,C1,BUS-103,mmu,2,11,12,False,rain,24.4,False,1.149,medium,7.6,2,4,10,40,0.25,deployed,0,on_schedule
trip-000021,2026-06-08,0,False,C1,BUS-103,cyberia,3,11,18,False,rain,24.4,False,0.522,medium,9.9,1,3,8,40,0.2,deployed,0,reroute_check
trip-000021,2026-06-08,0,False,C1,BUS-103,shaftsbury,4,11,24,False,rain,24.4,False,2.512,medium,10.5,6,2,12,40,0.3,deployed,0,reroute_check
trip-000022,2026-06-08,0,False,C1,BUS-101,terminal,0,11,15,False,rain,24.4,False,0.0,low,2.2,6,0,6,40,0.15,deployed,0,on_schedule
trip-000022,2026-06-08,0,False,C1,BUS-101,dpulze,1,11,21,False,rain,24.4,False,0.603,medium,3.7,5,1,10,40,0.25,deployed,0,on_schedule
trip-000022,2026-06-08,0,False,C1,BUS-101,mmu,2,11,27,False,rain,24.4,False,1.149,medium,6.2,8,2,16,40,0.4,deployed,0,on_schedule
trip-000022,2026-06-08,0,False,C1,BUS-101,cyberia,3,11,33,False,rain,24.4,False,0.522,medium,8.1,6,7,15,40,0.375,deployed,1,reroute_check
trip-000022,2026-06-08,0,False,C1,BUS-101,shaftsbury,4,11,39,False,rain,24.4,False,2.512,low,8.1,4,7,12,40,0.3,deployed,1,reroute_check
trip-000023,2026-06-08,0,False,C1,BUS-102,terminal,0,11,30,False,rain,24.4,False,0.0,medium,1.2,3,0,3,40,0.075,deployed,0,on_schedule
trip-000023,2026-06-08,0,False,C1,BUS-102,dpulze,1,11,36,False,rain,24.4,False,0.603,medium,4.2,4,1,6,40,0.15,deployed,0,on_schedule
trip-000023,2026-06-08,0,False,C1,BUS-102,mmu,2,11,42,False,rain,24.4,False,1.149,medium,6.8,5,2,9,40,0.225,deployed,0,on_schedule
trip-000023,2026-06-08,0,False,C1,BUS-102,cyberia,3,11,48,False,rain,24.4,False,0.522,medium,9.5,4,3,10,40,0.25,deployed,0,reroute_check
trip-000023,2026-06-08,0,False,C1,BUS-102,shaftsbury,4,11,54,False,rain,24.4,False,2.512,medium,11.8,3,5,8,40,0.2,deployed,0,reroute_check
trip-000024,2026-06-08,0,False,C1,BUS-103,terminal,0,11,45,False,rain,24.4,False,0.0,medium,2.0,6,0,6,40,0.15,deployed,0,on_schedule
trip-000024,2026-06-08,0,False,C1,BUS-103,dpulze,1,11,51,False,rain,24.4,False,0.603,medium,3.4,3,1,8,40,0.2,deployed,0,on_schedule
trip-000024,2026-06-08,0,False,C1,BUS-103,mmu,2,11,57,False,rain,24.4,False,1.149,medium,4.2,7,2,13,40,0.325,deployed,0,on_schedule
trip-000024,2026-06-08,0,False,C1,BUS-103,cyberia,3,12,3,False,rain,24.4,False,0.522,low,7.6,9,3,19,40,0.475,deployed,0,on_schedule
trip-000024,2026-06-08,0,False,C1,BUS-103,shaftsbury,4,12,9,False,rain,24.4,False,2.512,medium,10.2,2,2,19,40,0.475,deployed,0,reroute_check
trip-000025,2026-06-08,0,False,C1,BUS-101,terminal,0,12,0,False,rain,24.4,False,0.0,medium,2.1,3,0,3,40,0.075,deployed,0,on_schedule
trip-000025,2026-06-08,0,False,C1,BUS-101,dpulze,1,12,6,False,rain,24.4,False,0.603,medium,5.0,12,2,13,40,0.325,deployed,0,on_schedule
trip-000025,2026-06-08,0,False,C1,BUS-101,mmu,2,12,12,False,rain,24.4,False,1.149,medium,6.7,6,3,16,40,0.4,deployed,1,on_schedule
trip-000025,2026-06-08,0,False,C1,BUS-101,cyberia,3,12,18,False,rain,24.4,False,0.522,medium,9.6,5,9,12,40,0.3,deployed,0,reroute_check
trip-000025,2026-06-08,0,False,C1,BUS-101,shaftsbury,4,12,24,False,rain,24.4,False,2.512,medium,12.0,6,3,15,40,0.375,deployed,0,reroute_check
trip-000026,2026-06-08,0,False,C1,BUS-102,terminal,0,12,15,False,rain,24.4,False,0.0,medium,0.7,6,0,6,40,0.15,deployed,1,on_schedule
trip-000026,2026-06-08,0,False,C1,BUS-102,dpulze,1,12,21,False,rain,24.4,False,0.603,medium,3.5,6,2,10,40,0.25,deployed,1,on_schedule
trip-000026,2026-06-08,0,False,C1,BUS-102,mmu,2,12,27,False,rain,24.4,False,1.149,medium,6.1,4,4,10,40,0.25,deployed,0,on_schedule
trip-000026,2026-06-08,0,False,C1,BUS-102,cyberia,3,12,33,False,rain,24.4,False,0.522,medium,9.0,3,2,11,40,0.275,deployed,0,reroute_check
trip-000026,2026-06-08,0,False,C1,BUS-102,shaftsbury,4,12,39,False,rain,24.4,False,2.512,medium,10.4,8,3,16,40,0.4,deployed,0,reroute_check
trip-000027,2026-06-08,0,False,C1,BUS-103,terminal,0,12,30,False,rain,24.4,False,0.0,medium,1.9,9,0,9,40,0.225,deployed,0,on_schedule
trip-000027,2026-06-08,0,False,C1,BUS-103,dpulze,1,12,36,False,rain,24.4,False,0.603,low,5.8,5,4,10,40,0.25,deployed,0,on_schedule
trip-000027,2026-06-08,0,False,C1,BUS-103,mmu,2,12,42,False,rain,24.4,False,1.149,low,6.9,4,3,11,40,0.275,deployed,0,on_schedule
trip-000027,2026-06-08,0,False,C1,BUS-103,cyberia,3,12,48,False,rain,24.4,False,0.522,medium,9.6,4,3,12,40,0.3,deployed,1,reroute_check
trip-000027,2026-06-08,0,False,C1,BUS-103,shaftsbury,4,12,54,False,rain,24.4,False,2.512,low,12.4,4,5,11,40,0.275,deployed,0,reroute_check
trip-000028,2026-06-08,0,False,C1,BUS-101,terminal,0,12,45,False,rain,24.4,False,0.0,medium,4.7,3,0,3,40,0.075,deployed,0,on_schedule
trip-000028,2026-06-08,0,False,C1,BUS-101,dpulze,1,12,51,False,rain,24.4,False,0.603,medium,9.8,2,0,5,40,0.125,deployed,0,reroute_check
trip-000028,2026-06-08,0,False,C1,BUS-101,mmu,2,12,57,False,rain,24.4,False,1.149,low,11.3,7,3,9,40,0.225,deployed,0,reroute_check
trip-000028,2026-06-08,0,False,C1,BUS-101,cyberia,3,13,3,False,rain,24.4,False,0.522,medium,16.0,5,3,11,40,0.275,deployed,0,reroute_check
trip-000028,2026-06-08,0,False,C1,BUS-101,shaftsbury,4,13,9,False,rain,24.4,False,2.512,medium,16.1,1,1,11,40,0.275,deployed,1,reroute_check
trip-000029,2026-06-08,0,False,C1,BUS-102,terminal,0,13,0,False,rain,24.4,False,0.0,medium,3.8,3,0,3,40,0.075,deployed,0,on_schedule
trip-000029,2026-06-08,0,False,C1,BUS-102,dpulze,1,13,6,False,rain,24.4,False,0.603,medium,6.7,10,2,11,40,0.275,deployed,0,on_schedule
trip-000029,2026-06-08,0,False,C1,BUS-102,mmu,2,13,12,False,rain,24.4,False,1.149,medium,10.0,4,4,11,40,0.275,deployed,0,reroute_check
trip-000029,2026-06-08,0,False,C1,BUS-102,cyberia,3,13,18,False,rain,24.4,False,0.522,medium,11.9,11,3,19,40,0.475,deployed,0,reroute_check
trip-000029,2026-06-08,0,False,C1,BUS-102,shaftsbury,4,13,24,False,rain,24.4,False,2.512,medium,13.1,9,6,22,40,0.55,deployed,0,reroute_check
trip-000030,2026-06-08,0,False,C1,BUS-103,terminal,0,13,15,False,rain,24.4,False,0.0,medium,1.2,6,0,6,40,0.15,deployed,0,on_schedule
trip-000030,2026-06-08,0,False,C1,BUS-103,dpulze,1,13,21,False,rain,24.4,False,0.603,medium,3.2,5,1,10,40,0.25,deployed,0,on_schedule
trip-000030,2026-06-08,0,False,C1,BUS-103,mmu,2,13,27,False,rain,24.4,False,1.149,medium,5.5,6,1,15,40,0.375,deployed,0,on_schedule
trip-000030,2026-06-08,0,False,C1,BUS-103,cyberia,3,13,33,False,rain,24.4,False,0.522,medium,8.5,6,2,19,40,0.475,deployed,0,reroute_check
trip-000030,2026-06-08,0,False,C1,BUS-103,shaftsbury,4,13,39,False,rain,24.4,False,2.512,low,10.3,4,11,12,40,0.3,deployed,1,reroute_check
trip-000031,2026-06-08,0,False,C1,BUS-101,terminal,0,13,30,False,rain,24.4,False,0.0,medium,1.9,6,0,6,40,0.15,deployed,0,on_schedule
trip-000031,2026-06-08,0,False,C1,BUS-101,dpulze,1,13,36,False,rain,24.4,False,0.603,medium,5.2,5,1,10,40,0.25,deployed,0,on_schedule
trip-000031,2026-06-08,0,False,C1,BUS-101,mmu,2,13,42,False,rain,24.4,False,1.149,medium,8.3,5,2,13,40,0.325,deployed,0,reroute_check
trip-000031,2026-06-08,0,False,C1,BUS-101,cyberia,3,13,48,False,rain,24.4,False,0.522,medium,12.0,6,2,17,40,0.425,deployed,0,reroute_check
trip-000031,2026-06-08,0,False,C1,BUS-101,shaftsbury,4,13,54,False,rain,24.4,False,2.512,medium,15.3,6,6,17,40,0.425,deployed,0,reroute_check
trip-000032,2026-06-08,0,False,C1,BUS-102,terminal,0,13,45,False,rain,24.4,False,0.0,medium,1.4,7,0,7,40,0.175,deployed,0,on_schedule
trip-000032,2026-06-08,0,False,C1,BUS-102,dpulze,1,13,51,False,rain,24.4,False,0.603,medium,5.1,10,1,16,40,0.4,deployed,0,on_schedule
trip-000032,2026-06-08,0,False,C1,BUS-102,mmu,2,13,57,False,rain,24.4,False,1.149,medium,7.0,7,12,11,40,0.275,deployed,1,on_schedule
trip-000032,2026-06-08,0,False,C1,BUS-102,cyberia,3,14,3,False,rain,24.4,False,0.522,low,10.2,8,4,15,40,0.375,deployed,0,reroute_check
trip-000032,2026-06-08,0,False,C1,BUS-102,shaftsbury,4,14,9,False,rain,24.4,False,2.512,medium,12.2,8,6,17,40,0.425,deployed,2,reroute_check
trip-000033,2026-06-08,0,False,C1,BUS-103,terminal,0,14,0,False,rain,24.4,False,0.0,medium,1.6,10,0,10,40,0.25,deployed,0,on_schedule
trip-000033,2026-06-08,0,False,C1,BUS-103,dpulze,1,14,6,False,rain,24.4,False,0.603,medium,5.1,3,4,9,40,0.225,deployed,0,on_schedule
trip-000033,2026-06-08,0,False,C1,BUS-103,mmu,2,14,12,False,rain,24.4,False,1.149,low,6.6,3,2,10,40,0.25,deployed,0,on_schedule
trip-000033,2026-06-08,0,False,C1,BUS-103,cyberia,3,14,18,False,rain,24.4,False,0.522,medium,8.3,6,3,13,40,0.325,deployed,0,reroute_check
trip-000033,2026-06-08,0,False,C1,BUS-103,shaftsbury,4,14,24,False,rain,24.4,False,2.512,medium,11.8,11,3,21,40,0.525,deployed,0,reroute_check
